TIME;u(t);I(t)
-1,45E-02;4,6;0,84
-1,45E-02;4,4;0,8
-1,45E-02;4,4;0,84
-1,45E-02;4,4;0,8
-1,45E-02;4,6;0,64
-1,45E-02;4,6;0,76
-1,45E-02;4,2;0,72
-1,45E-02;4,6;0,8
-1,45E-02;4,4;0,68
-1,45E-02;4,4;0,68
-1,45E-02;4,6;0,76
-1,45E-02;4,6;0,76
-1,45E-02;4,2;0,8
-1,45E-02;4,6;0,64
-1,45E-02;4,4;0,72
-1,45E-02;4,6;0,8
-1,45E-02;4,6;0,64
-1,45E-02;4,6;0,72
-1,44E-02;4,2;0,68
-1,44E-02;4,2;0,72
-1,44E-02;4,6;0,64
-1,44E-02;4,6;0,68
-1,44E-02;4,6;0,6
-1,44E-02;4,6;0,68
-1,44E-02;4,6;0,64
-1,44E-02;4,6;0,64
-1,44E-02;4,4;0,72
-1,44E-02;4,6;0,72
-1,44E-02;4,6;0,68
-1,44E-02;4,6;0,64
-1,44E-02;4,6;0,56
-1,44E-02;4,4;0,6
-1,44E-02;4,6;0,64
-1,44E-02;4,6;0,68
-1,44E-02;4,6;0,64
-1,44E-02;4,6;0,68
-1,44E-02;4,6;0,64
-1,44E-02;4,6;0,6
-1,44E-02;4,4;0,64
-1,44E-02;4,6;0,6
-1,44E-02;4,4;0,6
-1,44E-02;4,6;0,64
-1,44E-02;4,6;0,56
-1,43E-02;4,6;0,56
-1,43E-02;4,6;0,56
-1,43E-02;4,6;0,56
-1,43E-02;4,6;0,52
-1,43E-02;4,4;0,52
-1,43E-02;4,4;0,6
-1,43E-02;4,6;0,48
-1,43E-02;4,6;0,56
-1,43E-02;4,6;0,6
-1,43E-02;4,8;0,52
-1,43E-02;4,4;0,6
-1,43E-02;4,4;0,56
-1,43E-02;4,6;0,56
-1,43E-02;4;0,56
-1,43E-02;4,6;0,56
-1,43E-02;4,4;0,56
-1,43E-02;4,6;0,56
-1,43E-02;4,6;0,56
-1,43E-02;4,4;0,56
-1,43E-02;4,6;0,48
-1,43E-02;4,4;0,52
-1,43E-02;4,6;0,4
-1,43E-02;4,6;0,44
-1,43E-02;4,6;0,52
-1,43E-02;4,6;0,44
-1,42E-02;5;0,48
-1,42E-02;4,6;0,48
-1,42E-02;4,4;0,52
-1,42E-02;4,4;0,48
-1,42E-02;4,6;0,44
-1,42E-02;4,2;0,48
-1,42E-02;4,6;0,48
-1,42E-02;4,4;0,52
-1,42E-02;4,6;0,48
-1,42E-02;4,6;0,36
-1,42E-02;4,2;0,48
-1,42E-02;4,2;0,48
-1,42E-02;4,4;0,4
-1,42E-02;4,2;0,52
-1,42E-02;4,6;0,44
-1,42E-02;4,6;0,44
-1,42E-02;4,4;0,4
-1,42E-02;4,4;0,44
-1,42E-02;4,6;0,4
-1,42E-02;4,6;0,44
-1,42E-02;4,6;0,4
-1,42E-02;4,4;0,4
-1,42E-02;4,2;0,44
-1,42E-02;4,2;0,4
-1,42E-02;4,4;0,36
-1,41E-02;4,4;0,28
-1,41E-02;4,6;0,4
-1,41E-02;4,4;0,4
-1,41E-02;4,2;0,36
-1,41E-02;4,8;0,4
-1,41E-02;4,6;0,32
-1,41E-02;4,6;0,36
-1,41E-02;4,2;0,36
-1,41E-02;4,4;0,28
-1,41E-02;4,4;0,32
-1,41E-02;4,2;0,28
-1,41E-02;4,6;0,36
-1,41E-02;4,2;0,36
-1,41E-02;4,4;0,36
-1,41E-02;4,4;0,28
-1,41E-02;4,4;0,28
-1,41E-02;4,6;0,24
-1,41E-02;4,6;0,2
-1,41E-02;4,2;0,32
-1,41E-02;4,2;0,28
-1,41E-02;4,6;0,24
-1,41E-02;4,2;0,28
-1,41E-02;4,6;0,24
-1,41E-02;4,6;0,24
-1,41E-02;4,4;0,24
-1,40E-02;4,2;0,24
-1,40E-02;4,4;0,24
-1,40E-02;4,6;0,2
-1,40E-02;4,6;0,28
-1,40E-02;4,8;0,2
-1,40E-02;4,6;0,28
-1,40E-02;4;0,28
-1,40E-02;4,6;0,2
-1,40E-02;4,2;0,12
-1,40E-02;4,2;0,2
-1,40E-02;4,4;0,24
-1,40E-02;4,2;0,16
-1,40E-02;4,2;0,24
-1,40E-02;4,2;0,24
-1,40E-02;4,4;0,24
-1,40E-02;4,6;0,2
-1,40E-02;4,4;0,12
-1,40E-02;4,4;0,16
-1,40E-02;4;0,2
-1,40E-02;4,4;0,24
-1,40E-02;4,2;0,12
-1,40E-02;4,6;0,16
-1,40E-02;4,6;0,2
-1,40E-02;4,6;0,12
-1,40E-02;4,6;0,24
-1,39E-02;4;0,08
-1,39E-02;4,4;0,16
-1,39E-02;4,4;0,08
-1,39E-02;4,6;0,16
-1,39E-02;4,2;0,08
-1,39E-02;4,4;0,16
-1,39E-02;4,6;0,2
-1,39E-02;4,6;0,12
-1,39E-02;4;0,08
-1,39E-02;4,2;0,08
-1,39E-02;4,2;0,16
-1,39E-02;4,6;0,08
-1,39E-02;4,4;0,12
-1,39E-02;4,6;0,12
-1,39E-02;4,4;0,12
-1,39E-02;4,6;0,08
-1,39E-02;4,6;0,08
-1,39E-02;4,4;0,16
-1,39E-02;4;0,08
-1,39E-02;4,4;0,04
-1,39E-02;4,2;0,12
-1,39E-02;4,2;0,04
-1,39E-02;4,2;0,08
-1,39E-02;4,2;0,04
-1,39E-02;4,2;0,08
-1,38E-02;4,6;0,04
-1,38E-02;4,6;0
-1,38E-02;4,4;0,04
-1,38E-02;4,4;0,08
-1,38E-02;4,2;-0,12
-1,38E-02;4,2;0,04
-1,38E-02;4,4;0,08
-1,38E-02;4;0,04
-1,38E-02;4,6;0,04
-1,38E-02;4,2;0,04
-1,38E-02;4;0,08
-1,38E-02;4;0
-1,38E-02;4,4;0
-1,38E-02;4;0,08
-1,38E-02;4,2;0,04
-1,38E-02;3,8;-0,04
-1,38E-02;4,4;0
-1,38E-02;4,8;0,04
-1,38E-02;4,6;0
-1,38E-02;4,6;0
-1,38E-02;4,6;0,04
-1,38E-02;4,6;-0,04
-1,38E-02;4,4;-0,04
-1,38E-02;4,6;-0,08
-1,38E-02;4,4;0
-1,37E-02;4,2;-0,08
-1,37E-02;4,6;-0,04
-1,37E-02;4,6;-0,04
-1,37E-02;4,2;-0,08
-1,37E-02;4;-0,12
-1,37E-02;4,2;0
-1,37E-02;4;-0,04
-1,37E-02;4,2;-0,08
-1,37E-02;4,2;-0,12
-1,37E-02;4,6;-0,04
-1,37E-02;4,2;0
-1,37E-02;4,6;-0,08
-1,37E-02;4;-0,04
-1,37E-02;4,4;0,04
-1,37E-02;4,4;-0,04
-1,37E-02;4,2;-0,16
-1,37E-02;4;-0,12
-1,37E-02;4,2;-0,12
-1,37E-02;4,6;-0,12
-1,37E-02;4,6;-0,04
-1,37E-02;4,2;-0,12
-1,37E-02;4,4;-0,08
-1,37E-02;4,2;-0,12
-1,37E-02;4,2;-0,16
-1,37E-02;4;-0,12
-1,36E-02;4,2;-0,16
-1,36E-02;4,4;-0,08
-1,36E-02;3,8;-0,12
-1,36E-02;4,2;-0,16
-1,36E-02;4,2;-0,16
-1,36E-02;4,4;-0,16
-1,36E-02;4,4;-0,16
-1,36E-02;4,4;-0,16
-1,36E-02;4,4;-0,12
-1,36E-02;4,4;-0,12
-1,36E-02;4,6;-0,16
-1,36E-02;4;-0,08
-1,36E-02;4,2;-0,24
-1,36E-02;4,4;-0,16
-1,36E-02;4,4;-0,16
-1,36E-02;4,6;-0,16
-1,36E-02;4,2;-0,12
-1,36E-02;3,8;-0,16
-1,36E-02;4,4;-0,16
-1,36E-02;4,2;-0,12
-1,36E-02;4,2;-0,12
-1,36E-02;4,2;-0,08
-1,36E-02;4,4;-0,16
-1,36E-02;4,2;-0,2
-1,36E-02;4,2;-0,24
-1,35E-02;4,2;-0,2
-1,35E-02;4,2;-0,2
-1,35E-02;4,6;-0,2
-1,35E-02;4;-0,2
-1,35E-02;4;-0,2
-1,35E-02;4;-0,16
-1,35E-02;4,2;-0,2
-1,35E-02;4;-0,16
-1,35E-02;4,2;-0,16
-1,35E-02;4;-0,16
-1,35E-02;4,2;-0,2
-1,35E-02;4,2;-0,16
-1,35E-02;4;-0,2
-1,35E-02;4;-0,2
-1,35E-02;4,6;-0,24
-1,35E-02;4,2;-0,2
-1,35E-02;4,2;-0,16
-1,35E-02;4,2;-0,24
-1,35E-02;4,2;-0,2
-1,35E-02;4,2;-0,28
-1,35E-02;3,8;-0,28
-1,35E-02;4,2;-0,28
-1,35E-02;4;-0,24
-1,35E-02;4,2;-0,28
-1,35E-02;4;-0,24
-1,34E-02;3,8;-0,24
-1,34E-02;4,2;-0,24
-1,34E-02;4,2;-0,28
-1,34E-02;4;-0,2
-1,34E-02;4,6;-0,24
-1,34E-02;3,8;-0,32
-1,34E-02;4;-0,28
-1,34E-02;4,4;-0,28
-1,34E-02;4,2;-0,24
-1,34E-02;4,2;-0,24
-1,34E-02;4,2;-0,24
-1,34E-02;4,2;-0,32
-1,34E-02;4,6;-0,2
-1,34E-02;4,4;-0,28
-1,34E-02;4;-0,36
-1,34E-02;3,8;-0,28
-1,34E-02;4,2;-0,28
-1,34E-02;4,2;-0,2
-1,34E-02;4,2;-0,24
-1,34E-02;4,2;-0,24
-1,34E-02;4;-0,2
-1,34E-02;4,2;-0,32
-1,34E-02;4;-0,24
-1,34E-02;4,2;-0,24
-1,34E-02;4,6;-0,32
-1,33E-02;4,2;-0,28
-1,33E-02;4,4;-0,24
-1,33E-02;4;-0,24
-1,33E-02;4,2;-0,24
-1,33E-02;4,2;-0,28
-1,33E-02;4,2;-0,28
-1,33E-02;4,2;-0,28
-1,33E-02;4,2;-0,32
-1,33E-02;3,8;-0,32
-1,33E-02;4,2;-0,28
-1,33E-02;4;-0,32
-1,33E-02;4,2;-0,36
-1,33E-02;3,8;-0,28
-1,33E-02;4,2;-0,32
-1,33E-02;4,2;-0,32
-1,33E-02;4,2;-0,32
-1,33E-02;3,8;-0,36
-1,33E-02;4;-0,36
-1,33E-02;4;-0,28
-1,33E-02;4;-0,24
-1,33E-02;3,8;-0,32
-1,33E-02;4,2;-0,4
-1,33E-02;4,4;-0,32
-1,33E-02;4,4;-0,32
-1,33E-02;3,8;-0,36
-1,32E-02;4;-0,32
-1,32E-02;4;-0,24
-1,32E-02;4,2;-0,28
-1,32E-02;4;-0,36
-1,32E-02;4;-0,32
-1,32E-02;4;-0,32
-1,32E-02;4;-0,28
-1,32E-02;4;-0,36
-1,32E-02;4;-0,28
-1,32E-02;4,6;-0,32
-1,32E-02;3,8;-0,4
-1,32E-02;4,2;-0,48
-1,32E-02;4;-0,28
-1,32E-02;4;-0,36
-1,32E-02;3,8;-0,4
-1,32E-02;4;-0,36
-1,32E-02;3,8;-0,24
-1,32E-02;4;-0,36
-1,32E-02;3,6;-0,36
-1,32E-02;4;-0,32
-1,32E-02;4,6;-0,28
-1,32E-02;4;-0,32
-1,32E-02;4;-0,32
-1,32E-02;4;-0,36
-1,32E-02;4,2;-0,36
-1,31E-02;4;-0,36
-1,31E-02;4,2;-0,4
-1,31E-02;4;-0,36
-1,31E-02;3,8;-0,4
-1,31E-02;3,6;-0,36
-1,31E-02;4,2;-0,4
-1,31E-02;4;-0,4
-1,31E-02;4,2;-0,4
-1,31E-02;3,8;-0,32
-1,31E-02;3,8;-0,4
-1,31E-02;3,6;-0,44
-1,31E-02;4,2;-0,32
-1,31E-02;3,8;-0,32
-1,31E-02;4;-0,36
-1,31E-02;3,8;-0,32
-1,31E-02;4;-0,4
-1,31E-02;4,2;-0,36
-1,31E-02;3,8;-0,36
-1,31E-02;4;-0,36
-1,31E-02;3,6;-0,4
-1,31E-02;4;-0,44
-1,31E-02;4;-0,44
-1,31E-02;4;-0,32
-1,31E-02;3,8;-0,4
-1,31E-02;3,8;-0,4
-1,30E-02;3,6;-0,36
-1,30E-02;3,8;-0,36
-1,30E-02;3,8;-0,48
-1,30E-02;4;-0,4
-1,30E-02;4,2;-0,4
-1,30E-02;3,6;-0,4
-1,30E-02;3,8;-0,36
-1,30E-02;3,8;-0,4
-1,30E-02;3,8;-0,4
-1,30E-02;3,6;-0,44
-1,30E-02;3,6;-0,44
-1,30E-02;4;-0,44
-1,30E-02;3,6;-0,36
-1,30E-02;3,6;-0,36
-1,30E-02;3,8;-0,32
-1,30E-02;3,8;-0,4
-1,30E-02;4;-0,4
-1,30E-02;3,8;-0,32
-1,30E-02;4;-0,36
-1,30E-02;3,8;-0,36
-1,30E-02;4;-0,44
-1,30E-02;4;-0,32
-1,30E-02;3,6;-0,4
-1,30E-02;3,8;-0,32
-1,30E-02;3,8;-0,44
-1,29E-02;3,8;-0,48
-1,29E-02;3,6;-0,32
-1,29E-02;4;-0,44
-1,29E-02;3,8;-0,36
-1,29E-02;3,8;-0,44
-1,29E-02;3,8;-0,36
-1,29E-02;4;-0,48
-1,29E-02;3,8;-0,44
-1,29E-02;3,6;-0,44
-1,29E-02;4;-0,4
-1,29E-02;3,8;-0,44
-1,29E-02;3,4;-0,44
-1,29E-02;3,8;-0,44
-1,29E-02;3,8;-0,48
-1,29E-02;3,8;-0,44
-1,29E-02;4;-0,48
-1,29E-02;3,8;-0,36
-1,29E-02;3,4;-0,4
-1,29E-02;3,8;-0,48
-1,29E-02;3,6;-0,48
-1,29E-02;3,8;-0,4
-1,29E-02;3,6;-0,48
-1,29E-02;3,8;-0,48
-1,29E-02;3,6;-0,44
-1,29E-02;3,8;-0,4
-1,28E-02;3,6;-0,4
-1,28E-02;3,8;-0,4
-1,28E-02;3,6;-0,32
-1,28E-02;3,8;-0,44
-1,28E-02;3,6;-0,44
-1,28E-02;3,8;-0,44
-1,28E-02;3,8;-0,44
-1,28E-02;3,8;-0,48
-1,28E-02;3,6;-0,44
-1,28E-02;3,6;-0,44
-1,28E-02;3,6;-0,44
-1,28E-02;3,6;-0,36
-1,28E-02;3,6;-0,52
-1,28E-02;3,6;-0,44
-1,28E-02;3,8;-0,48
-1,28E-02;3,4;-0,36
-1,28E-02;3,6;-0,4
-1,28E-02;3,8;-0,4
-1,28E-02;3,6;-0,48
-1,28E-02;3,6;-0,44
-1,28E-02;3,8;-0,52
-1,28E-02;3,4;-0,36
-1,28E-02;3,6;-0,44
-1,28E-02;3,6;-0,48
-1,28E-02;3,4;-0,44
-1,27E-02;3,4;-0,48
-1,27E-02;3,6;-0,48
-1,27E-02;3,8;-0,4
-1,27E-02;3,8;-0,48
-1,27E-02;3,6;-0,52
-1,27E-02;3,8;-0,4
-1,27E-02;3,6;-0,48
-1,27E-02;3,6;-0,4
-1,27E-02;3,8;-0,44
-1,27E-02;3,8;-0,44
-1,27E-02;3,6;-0,44
-1,27E-02;3,4;-0,4
-1,27E-02;4;-0,44
-1,27E-02;3,6;-0,52
-1,27E-02;3,6;-0,52
-1,27E-02;3,2;-0,48
-1,27E-02;3,6;-0,6
-1,27E-02;3,4;-0,4
-1,27E-02;3,6;-0,48
-1,27E-02;3,2;-0,56
-1,27E-02;3,8;-0,48
-1,27E-02;3,6;-0,48
-1,27E-02;3,8;-0,48
-1,27E-02;3,6;-0,48
-1,27E-02;3,6;-0,48
-1,26E-02;3,6;-0,48
-1,26E-02;3,2;-0,52
-1,26E-02;3,4;-0,52
-1,26E-02;3,6;-0,52
-1,26E-02;3,6;-0,52
-1,26E-02;3,6;-0,52
-1,26E-02;3,6;-0,44
-1,26E-02;3,6;-0,56
-1,26E-02;3,2;-0,52
-1,26E-02;3,4;-0,52
-1,26E-02;3,6;-0,52
-1,26E-02;3,4;-0,48
-1,26E-02;3,2;-0,52
-1,26E-02;3,2;-0,44
-1,26E-02;3,4;-0,44
-1,26E-02;3,8;-0,52
-1,26E-02;3,6;-0,48
-1,26E-02;3,6;-0,52
-1,26E-02;3,6;-0,48
-1,26E-02;3,4;-0,4
-1,26E-02;3,6;-0,6
-1,26E-02;3,2;-0,52
-1,26E-02;3,8;-0,48
-1,26E-02;3,8;-0,52
-1,26E-02;3,4;-0,56
-1,25E-02;3,2;-0,52
-1,25E-02;3,4;-0,56
-1,25E-02;3,2;-0,48
-1,25E-02;3,4;-0,52
-1,25E-02;3,2;-0,52
-1,25E-02;3,4;-0,52
-1,25E-02;3,6;-0,52
-1,25E-02;3,2;-0,52
-1,25E-02;3,6;-0,52
-1,25E-02;3,8;-0,52
-1,25E-02;3,2;-0,48
-1,25E-02;3;-0,52
-1,25E-02;3,4;-0,52
-1,25E-02;3,6;-0,52
-1,25E-02;3,6;-0,6
-1,25E-02;3,2;-0,52
-1,25E-02;3,4;-0,48
-1,25E-02;3,2;-0,48
-1,25E-02;3,6;-0,56
-1,25E-02;3,2;-0,48
-1,25E-02;3,4;-0,56
-1,25E-02;3,4;-0,6
-1,25E-02;3,2;-0,52
-1,25E-02;3,4;-0,6
-1,25E-02;3;-0,52
-1,24E-02;3,4;-0,52
-1,24E-02;3,4;-0,52
-1,24E-02;3,4;-0,48
-1,24E-02;3,2;-0,52
-1,24E-02;3,4;-0,52
-1,24E-02;3,2;-0,52
-1,24E-02;3,4;-0,52
-1,24E-02;3;-0,52
-1,24E-02;3,4;-0,52
-1,24E-02;3,2;-0,56
-1,24E-02;3,2;-0,52
-1,24E-02;3,2;-0,56
-1,24E-02;3,2;-0,44
-1,24E-02;3,6;-0,52
-1,24E-02;3,2;-0,52
-1,24E-02;3,4;-0,56
-1,24E-02;3,4;-0,56
-1,24E-02;3,4;-0,52
-1,24E-02;3,2;-0,48
-1,24E-02;3,2;-0,52
-1,24E-02;3,4;-0,4
-1,24E-02;3,4;-0,6
-1,24E-02;3,2;-0,56
-1,24E-02;3,2;-0,6
-1,24E-02;3,2;-0,52
-1,23E-02;3,2;-0,52
-1,23E-02;3,2;-0,52
-1,23E-02;3,4;-0,44
-1,23E-02;3,2;-0,56
-1,23E-02;3,4;-0,56
-1,23E-02;3,2;-0,48
-1,23E-02;3,4;-0,48
-1,23E-02;3,2;-0,52
-1,23E-02;3,4;-0,52
-1,23E-02;3,4;-0,52
-1,23E-02;3;-0,52
-1,23E-02;3;-0,56
-1,23E-02;3,4;-0,52
-1,23E-02;3,4;-0,52
-1,23E-02;2,8;-0,56
-1,23E-02;3,2;-0,48
-1,23E-02;3;-0,52
-1,23E-02;2,8;-0,52
-1,23E-02;3,2;-0,56
-1,23E-02;3;-0,52
-1,23E-02;3,2;-0,56
-1,23E-02;3;-0,56
-1,23E-02;3,2;-0,56
-1,23E-02;3,2;-0,56
-1,23E-02;3;-0,56
-1,22E-02;3,2;-0,56
-1,22E-02;3;-0,64
-1,22E-02;2,8;-0,52
-1,22E-02;3,2;-0,6
-1,22E-02;3,2;-0,52
-1,22E-02;3;-0,56
-1,22E-02;3,2;-0,56
-1,22E-02;3,2;-0,56
-1,22E-02;3,2;-0,56
-1,22E-02;3,2;-0,52
-1,22E-02;2,8;-0,56
-1,22E-02;3;-0,52
-1,22E-02;2,6;-0,56
-1,22E-02;3,4;-0,6
-1,22E-02;3;-0,56
-1,22E-02;3,2;-0,6
-1,22E-02;3;-0,52
-1,22E-02;3;-0,52
-1,22E-02;3,4;-0,56
-1,22E-02;3;-0,56
-1,22E-02;3;-0,48
-1,22E-02;3;-0,64
-1,22E-02;2,8;-0,56
-1,22E-02;3;-0,52
-1,22E-02;2,8;-0,56
-1,21E-02;3,2;-0,52
-1,21E-02;3;-0,56
-1,21E-02;2,8;-0,6
-1,21E-02;2,8;-0,52
-1,21E-02;2,8;-0,56
-1,21E-02;2,8;-0,6
-1,21E-02;3;-0,44
-1,21E-02;3;-0,52
-1,21E-02;2,8;-0,6
-1,21E-02;2,6;-0,56
-1,21E-02;3;-0,56
-1,21E-02;2,8;-0,56
-1,21E-02;2,6;-0,68
-1,21E-02;2,8;-0,64
-1,21E-02;2,8;-0,6
-1,21E-02;2,8;-0,52
-1,21E-02;3;-0,56
-1,21E-02;2,8;-0,56
-1,21E-02;3,2;-0,64
-1,21E-02;2,8;-0,6
-1,21E-02;2,8;-0,52
-1,21E-02;2,8;-0,6
-1,21E-02;2,6;-0,56
-1,21E-02;2,8;-0,6
-1,21E-02;2,8;-0,56
-1,20E-02;2,6;-0,6
-1,20E-02;2,8;-0,6
-1,20E-02;2,8;-0,6
-1,20E-02;3,4;-0,56
-1,20E-02;2,6;-0,6
-1,20E-02;2,6;-0,6
-1,20E-02;2,8;-0,64
-1,20E-02;2,8;-0,6
-1,20E-02;3;-0,56
-1,20E-02;2,6;-0,56
-1,20E-02;2,8;-0,64
-1,20E-02;3,2;-0,56
-1,20E-02;3;-0,52
-1,20E-02;2,8;-0,64
-1,20E-02;3;-0,6
-1,20E-02;3;-0,56
-1,20E-02;2,6;-0,6
-1,20E-02;2,8;-0,64
-1,20E-02;2,8;-0,56
-1,20E-02;2,6;-0,6
-1,20E-02;2,8;-0,64
-1,20E-02;2,8;-0,56
-1,20E-02;2,6;-0,68
-1,20E-02;2,8;-0,52
-1,20E-02;2,6;-0,52
-1,19E-02;2,8;-0,6
-1,19E-02;3;-0,6
-1,19E-02;2,8;-0,56
-1,19E-02;2,6;-0,6
-1,19E-02;3;-0,64
-1,19E-02;2,4;-0,6
-1,19E-02;2,8;-0,6
-1,19E-02;2,8;-0,64
-1,19E-02;2,6;-0,64
-1,19E-02;2,8;-0,6
-1,19E-02;2,6;-0,6
-1,19E-02;2,6;-0,56
-1,19E-02;2,8;-0,56
-1,19E-02;2,6;-0,6
-1,19E-02;2,6;-0,68
-1,19E-02;2,6;-0,56
-1,19E-02;2,6;-0,56
-1,19E-02;2,4;-0,52
-1,19E-02;2,4;-0,68
-1,19E-02;2,6;-0,6
-1,19E-02;2,6;-0,64
-1,19E-02;2,6;-0,64
-1,19E-02;2,4;-0,6
-1,19E-02;2,4;-0,6
-1,19E-02;2,6;-0,6
-1,18E-02;2,4;-0,68
-1,18E-02;2,8;-0,6
-1,18E-02;2,6;-0,48
-1,18E-02;2,4;-0,68
-1,18E-02;2,6;-0,64
-1,18E-02;2,6;-0,64
-1,18E-02;2,6;-0,52
-1,18E-02;2,4;-0,56
-1,18E-02;2,2;-0,56
-1,18E-02;2,6;-0,68
-1,18E-02;2,4;-0,68
-1,18E-02;2,6;-0,6
-1,18E-02;2,6;-0,68
-1,18E-02;2,6;-0,6
-1,18E-02;2,6;-0,6
-1,18E-02;2,6;-0,6
-1,18E-02;2,2;-0,6
-1,18E-02;2,6;-0,64
-1,18E-02;2,2;-0,6
-1,18E-02;2,4;-0,56
-1,18E-02;2,2;-0,64
-1,18E-02;2,4;-0,56
-1,18E-02;2,4;-0,64
-1,18E-02;2,6;-0,6
-1,18E-02;2,6;-0,64
-1,17E-02;2,2;-0,6
-1,17E-02;2,4;-0,64
-1,17E-02;2,4;-0,6
-1,17E-02;2,4;-0,64
-1,17E-02;2,2;-0,68
-1,17E-02;2,4;-0,6
-1,17E-02;2,4;-0,64
-1,17E-02;2,6;-0,64
-1,17E-02;2,2;-0,6
-1,17E-02;2,2;-0,6
-1,17E-02;2,2;-0,68
-1,17E-02;2,2;-0,64
-1,17E-02;2,2;-0,6
-1,17E-02;2,2;-0,6
-1,17E-02;2,2;-0,6
-1,17E-02;2,4;-0,6
-1,17E-02;2,2;-0,6
-1,17E-02;2,4;-0,68
-1,17E-02;2,2;-0,64
-1,17E-02;2,4;-0,6
-1,17E-02;2,2;-0,52
-1,17E-02;2,4;-0,64
-1,17E-02;2,4;-0,56
-1,17E-02;2,4;-0,64
-1,17E-02;2,4;-0,68
-1,16E-02;2,4;-0,56
-1,16E-02;2;-0,64
-1,16E-02;2,2;-0,64
-1,16E-02;2,4;-0,6
-1,16E-02;2,4;-0,68
-1,16E-02;2,4;-0,6
-1,16E-02;2,2;-0,68
-1,16E-02;2,2;-0,64
-1,16E-02;2,4;-0,68
-1,16E-02;2;-0,6
-1,16E-02;2,2;-0,64
-1,16E-02;2,4;-0,68
-1,16E-02;2,2;-0,64
-1,16E-02;2,4;-0,6
-1,16E-02;2;-0,64
-1,16E-02;2;-0,56
-1,16E-02;2;-0,6
-1,16E-02;2,2;-0,64
-1,16E-02;2,2;-0,6
-1,16E-02;2,2;-0,68
-1,16E-02;2;-0,68
-1,16E-02;2,2;-0,56
-1,16E-02;2;-0,6
-1,16E-02;2;-0,64
-1,16E-02;2;-0,6
-1,15E-02;2;-0,6
-1,15E-02;2;-0,64
-1,15E-02;2;-0,6
-1,15E-02;2;-0,64
-1,15E-02;2,2;-0,68
-1,15E-02;2,2;-0,6
-1,15E-02;2;-0,56
-1,15E-02;2;-0,68
-1,15E-02;2;-0,56
-1,15E-02;2;-0,64
-1,15E-02;2;-0,68
-1,15E-02;2,2;-0,64
-1,15E-02;2,2;-0,68
-1,15E-02;2;-0,56
-1,15E-02;2;-0,68
-1,15E-02;2;-0,6
-1,15E-02;2;-0,6
-1,15E-02;2,2;-0,68
-1,15E-02;2;-0,64
-1,15E-02;2;-0,68
-1,15E-02;1,8;-0,64
-1,15E-02;2,2;-0,64
-1,15E-02;2;-0,64
-1,15E-02;2;-0,56
-1,15E-02;2,2;-0,6
-1,14E-02;2;-0,56
-1,14E-02;1,8;-0,64
-1,14E-02;1,8;-0,72
-1,14E-02;1,6;-0,64
-1,14E-02;2;-0,64
-1,14E-02;2;-0,6
-1,14E-02;1,6;-0,6
-1,14E-02;2,2;-0,64
-1,14E-02;2;-0,56
-1,14E-02;1,6;-0,6
-1,14E-02;2;-0,64
-1,14E-02;2,2;-0,76
-1,14E-02;2;-0,68
-1,14E-02;2,2;-0,68
-1,14E-02;2,2;-0,64
-1,14E-02;2,2;-0,56
-1,14E-02;2,2;-0,68
-1,14E-02;2;-0,6
-1,14E-02;1,8;-0,6
-1,14E-02;1,6;-0,6
-1,14E-02;1,8;-0,64
-1,14E-02;2;-0,52
-1,14E-02;1,8;-0,64
-1,14E-02;1,8;-0,68
-1,14E-02;1,8;-0,68
-1,13E-02;2;-0,6
-1,13E-02;1,8;-0,56
-1,13E-02;1,8;-0,68
-1,13E-02;1,6;-0,72
-1,13E-02;1,6;-0,64
-1,13E-02;2,2;-0,64
-1,13E-02;2;-0,68
-1,13E-02;1,4;-0,6
-1,13E-02;1,6;-0,6
-1,13E-02;1,6;-0,68
-1,13E-02;1,6;-0,64
-1,13E-02;1,4;-0,64
-1,13E-02;1,8;-0,68
-1,13E-02;1,4;-0,6
-1,13E-02;1,8;-0,64
-1,13E-02;1,6;-0,64
-1,13E-02;1,8;-0,68
-1,13E-02;1,8;-0,64
-1,13E-02;1,8;-0,64
-1,13E-02;1,6;-0,68
-1,13E-02;1,4;-0,68
-1,13E-02;1,8;-0,72
-1,13E-02;1,8;-0,64
-1,13E-02;1,6;-0,56
-1,13E-02;1,4;-0,68
-1,12E-02;1,8;-0,6
-1,12E-02;1,6;-0,68
-1,12E-02;1,4;-0,68
-1,12E-02;1,8;-0,64
-1,12E-02;1,8;-0,64
-1,12E-02;1,8;-0,68
-1,12E-02;1,6;-0,64
-1,12E-02;1,8;-0,64
-1,12E-02;1,4;-0,68
-1,12E-02;1,6;-0,68
-1,12E-02;1,4;-0,64
-1,12E-02;1,4;-0,68
-1,12E-02;1,6;-0,6
-1,12E-02;2;-0,64
-1,12E-02;1,8;-0,68
-1,12E-02;1,6;-0,6
-1,12E-02;2;-0,56
-1,12E-02;1,8;-0,68
-1,12E-02;1,6;-0,68
-1,12E-02;1,8;-0,68
-1,12E-02;1,4;-0,56
-1,12E-02;1,4;-0,64
-1,12E-02;1,6;-0,64
-1,12E-02;1,6;-0,64
-1,12E-02;1,6;-0,6
-1,11E-02;1,4;-0,6
-1,11E-02;1,8;-0,64
-1,11E-02;1,6;-0,6
-1,11E-02;1,4;-0,64
-1,11E-02;1,6;-0,6
-1,11E-02;1,4;-0,56
-1,11E-02;1,4;-0,72
-1,11E-02;1,2;-0,68
